,DEMAGE,DEMSEX,DEMREL,DEMINC,COV_SHIELD,COV_TRUST_1,COV_TRUST_2,COV_TRUST_3,COV_TRUST_4,COV_TRUST_5,COV_TRUST_6,COV_TRUST_7,COV_TRUST_8,COV_TRUST_9,COV_TRUST_10,COV_TRUST_11,COV_TRUST_12,COV_TRUST_13,DEMREG,DEMEDU,DEMWRK,VAC_DEC,COV_VAC_SELF,COV_KNOWL_1,COV_KNOWL_2,COV_KNOWL_3,COV_KNOWL_4,COV_KNOWL_5,COV_KNOWL_6,COV_KNOWL_7,DREAD,ANX_1,ANX_2,ANX_3,ANX_4,ANX_5,ANX_6,target_1,target_2
600,56,Male,Atheist or agnostic,"Over £100,000",No,National television,0,Radio,0,0,0,0,0,0,0,0,0,0,Scotland,Undergraduate or postgraduate degree,Working full-time,1,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1
601,41,Female,Christian,"Under £15,000",No,National television,0,0,0,0,0,0,0,0,0,0,0,0,Northern Ireland,"0-4 GCSE, O-levels, or equivalents",Working part-time,1,4,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,0.0,0
603,65,Male,Christian,"Under £15,000",Yes,0,0,Radio,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,0,0,0,0,0,North West,Undergraduate or postgraduate degree,Retired,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1
604,63,Male,Christian,"£25,000 to £34,999",No,National television,0,0,0,0,0,0,0,0,0,0,0,0,Wales,"0-4 GCSE, O-levels, or equivalents",Working full-time,0,1,4.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1
606,51,Female,Atheist or agnostic,"Under £15,000",Yes,National television,0,Radio,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,Wales,"5+ GCSE, O-levels, 1 A level, or equivalents",Looking after the home,1,2,4.0,4.0,4.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,,1
607,74,Female,Christian,"£15,000 to £24,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,North West,"5+ GCSE, O-levels, 1 A level, or equivalents",Retired,0,3,3.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,,0
608,43,Female,Christian,"£65,000 to £99,999",No,National television,Satellite / international television channels,Radio,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,Scotland,Undergraduate or postgraduate degree,Working full-time,1,2,3.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,,1
610,28,Female,Christian,"£25,000 to £34,999",Yes,0,0,0,Newspapers,0,0,Healthcare workers,International health authorities (such as The World Health Organization),0,0,0,0,0,Northern Ireland,Undergraduate or postgraduate degree,Working full-time,1,2,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,,1
612,67,Female,Christian,"Under £15,000",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),0,0,0,0,0,Scotland,Undergraduate or postgraduate degree,Retired,0,1,4.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1
614,55,Female,Christian,"Under £15,000",No,National television,0,0,0,0,0,0,0,0,0,0,0,0,East of England,Other,Working part-time,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1
615,56,Female,Atheist or agnostic,"Under £15,000",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,Scotland,2+ A levels or equivalents,Working part-time,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1
617,38,Male,Atheist or agnostic,"£15,000 to £24,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,Scotland,Undergraduate or postgraduate degree,Working full-time,1,1,4.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1
621,55,Male,Other,"Under £15,000",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),0,0,0,0,0,Scotland,Undergraduate or postgraduate degree,Working part-time,0,1,4.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,1
624,61,Female,Christian,"£15,000 to £24,999",Yes,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,Scotland,2+ A levels or equivalents,Working full-time,0,1,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1
625,50,Male,Christian,"£55,000 to £64,999",No,National television,0,0,0,"Social media (Facebook, Twitter, etc)",0,0,0,0,0,Family and friends,0,0,Scotland,Undergraduate or postgraduate degree,Working full-time,1,2,2.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,,1
626,33,Male,Christian,"£65,000 to £99,999",No,National television,0,Radio,0,0,0,0,0,0,0,Family and friends,0,0,West Midlands,Undergraduate or postgraduate degree,Working full-time,1,2,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,,1
627,75,Male,Christian,"£25,000 to £34,999",Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,South East,"0-4 GCSE, O-levels, or equivalents",Retired,0,1,3.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1
628,37,Male,Atheist or agnostic,"£35,000 to £44,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,Greater London,Undergraduate or postgraduate degree,Working part-time,0,2,3.0,3.0,3.0,4.0,4.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,,1
629,61,Female,Atheist or agnostic,"£35,000 to £44,999",No,National television,0,Radio,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),0,0,0,0,0,Wales,Undergraduate or postgraduate degree,Working full-time,0,3,4.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,0
630,80,Female,Christian,"£35,000 to £44,999",Yes,National television,0,Radio,0,0,0,0,0,Government websites,0,0,0,0,South East,"5+ GCSE, O-levels, 1 A level, or equivalents",Retired,0,1,4.0,4.0,4.0,4.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,1
632,73,Male,Christian,"£65,000 to £99,999",Yes,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,Wales,2+ A levels or equivalents,Working full-time,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1
633,65,Female,Christian,"£35,000 to £44,999",Yes,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),0,0,0,0,0,South East,"5+ GCSE, O-levels, 1 A level, or equivalents",Looking after the home,0,2,4.0,4.0,4.0,4.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,,1
634,72,Female,Atheist or agnostic,"Under £15,000",Yes,National television,0,0,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,North West,Undergraduate or postgraduate degree,Retired,0,1,4.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1
635,63,Female,Christian,"£15,000 to £24,999",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,Scotland,Undergraduate or postgraduate degree,Working part-time,0,1,4.0,4.0,4.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1
637,57,Male,Christian,"£35,000 to £44,999",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,Scotland,Undergraduate or postgraduate degree,Working full-time,0,1,3.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1
639,52,Female,Atheist or agnostic,"Under £15,000",No,0,0,0,0,0,0,0,0,0,0,0,0,0,Wales,Undergraduate or postgraduate degree,Unable to work,1,1,3.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,1
640,70,Male,Atheist or agnostic,"£15,000 to £24,999",Yes,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,Wales,Undergraduate or postgraduate degree,Retired,0,1,4.0,4.0,4.0,4.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,1
641,39,Male,Atheist or agnostic,"£65,000 to £99,999",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,Scotland,Undergraduate or postgraduate degree,Working full-time,1,1,4.0,4.0,4.0,4.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1
642,65,Female,Atheist or agnostic,"£45,000 to £54,999",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,South West,Undergraduate or postgraduate degree,Retired,0,2,4.0,4.0,4.0,4.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,,1
646,46,Male,Christian,"£45,000 to £54,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,0,0,0,0,South East,Undergraduate or postgraduate degree,Working full-time,0,2,4.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,,1
648,65,Male,Atheist or agnostic,"Under £15,000",No,National television,Satellite / international television channels,Radio,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,Wales,"5+ GCSE, O-levels, 1 A level, or equivalents",Retired,0,1,4.0,4.0,2.0,4.0,4.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1
649,76,Male,Christian,"£15,000 to £24,999",No,0,0,0,Newspapers,0,0,Healthcare workers,0,0,0,0,0,0,North West,"5+ GCSE, O-levels, 1 A level, or equivalents",Retired,0,1,4.0,4.0,3.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1
650,42,Female,Atheist or agnostic,"£35,000 to £44,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),0,0,0,0,0,Wales,"5+ GCSE, O-levels, 1 A level, or equivalents",Working part-time,0,3,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,,0
652,25,Female,Christian,"£15,000 to £24,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,Government websites,0,Family and friends,0,0,South West,Undergraduate or postgraduate degree,Working full-time,0,3,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,,0
653,45,Male,Atheist or agnostic,"£35,000 to £44,999",No,0,0,0,0,"Social media (Facebook, Twitter, etc)",National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),0,0,0,0,0,Scotland,Undergraduate or postgraduate degree,Working part-time,0,1,4.0,3.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,1
654,20,Female,Muslim,"£45,000 to £54,999",Yes,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,The internet or search engines,0,0,0,West Midlands,Apprenticeship,Working part-time,0,1,3.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1
657,65,Female,Atheist or agnostic,"£25,000 to £34,999",No,National television,0,Radio,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,0,0,0,0,West Midlands,Undergraduate or postgraduate degree,Working part-time,0,1,4.0,3.0,3.0,4.0,4.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1
658,55,Female,Other,"£45,000 to £54,999",No,National television,Satellite / international television channels,Radio,0,0,0,0,0,0,0,0,0,0,Wales,Undergraduate or postgraduate degree,Working full-time,1,3,3.0,3.0,3.0,4.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,,0
659,65,Female,Christian,"Under £15,000",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,0,0,Family and friends,0,0,East Midlands,Undergraduate or postgraduate degree,Working part-time,0,2,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,,1
664,73,Female,Christian,"£15,000 to £24,999",No,National television,0,0,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,North West,Undergraduate or postgraduate degree,Retired,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1
665,65,Female,Christian,"£25,000 to £34,999",No,National television,0,Radio,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,North West,Undergraduate or postgraduate degree,Looking after the home,0,2,4.0,4.0,4.0,4.0,3.0,2.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,3.0,,1
666,76,Male,Atheist or agnostic,"£15,000 to £24,999",No,National television,0,0,Newspapers,0,0,0,0,0,0,0,0,0,North West,"5+ GCSE, O-levels, 1 A level, or equivalents",Retired,0,1,4.0,4.0,4.0,3.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1
667,66,Male,Christian,"£15,000 to £24,999",Yes,0,0,0,0,0,0,0,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,Scotland,Undergraduate or postgraduate degree,Retired,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1
668,40,Female,Christian,"£45,000 to £54,999",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,Scotland,Undergraduate or postgraduate degree,Working full-time,1,2,3.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,1
670,54,Male,Christian,"£45,000 to £54,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,Scotland,Undergraduate or postgraduate degree,Working full-time,0,1,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1
671,71,Female,Christian,"£15,000 to £24,999",Yes,National television,0,Radio,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,North West,Undergraduate or postgraduate degree,Retired,0,2,4.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,,1
672,81,Male,Christian,"£35,000 to £44,999",No,National television,0,0,Newspapers,"Social media (Facebook, Twitter, etc)",National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,The internet or search engines,Family and friends,0,0,Scotland,Undergraduate or postgraduate degree,Retired,0,1,4.0,4.0,3.0,4.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1
673,51,Female,Christian,"£15,000 to £24,999",No,National television,0,Radio,0,0,0,0,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,Scotland,2+ A levels or equivalents,Working full-time,0,2,4.0,4.0,4.0,4.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,,1
676,62,Female,Christian,"£15,000 to £24,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),0,0,0,0,0,North East,Other,Working part-time,0,2,4.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,,1
677,51,Male,Atheist or agnostic,"£55,000 to £64,999",No,National television,Satellite / international television channels,Radio,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,Scotland,Undergraduate or postgraduate degree,Working full-time,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1
678,59,Male,Christian,"£25,000 to £34,999",No,National television,0,0,Newspapers,0,0,0,0,0,0,0,0,0,Scotland,2+ A levels or equivalents,Working full-time,0,1,4.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,1
679,24,Female,Atheist or agnostic,"£65,000 to £99,999",No,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,East of England,"5+ GCSE, O-levels, 1 A level, or equivalents",Working full-time,0,1,3.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,1
680,46,Female,Other,"£25,000 to £34,999",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,0,0,Family and friends,0,0,Wales,2+ A levels or equivalents,Working part-time,1,1,4.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1
683,62,Female,Atheist or agnostic,"£55,000 to £64,999",Yes,National television,0,Radio,Newspapers,0,0,0,0,0,0,0,0,0,Scotland,Undergraduate or postgraduate degree,Retired,0,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1
685,66,Female,Atheist or agnostic,"£15,000 to £24,999",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,Government websites,0,Family and friends,0,0,South East,Undergraduate or postgraduate degree,Retired,0,1,4.0,4.0,3.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1
687,69,Male,Christian,"£55,000 to £64,999",No,0,0,Radio,0,0,0,Healthcare workers,0,0,0,0,0,0,West Midlands,Undergraduate or postgraduate degree,Retired,0,1,4.0,4.0,4.0,4.0,3.0,1.0,1.0,4.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,1
688,25,Female,Christian,"£25,000 to £34,999",Yes,0,0,Radio,Newspapers,0,0,0,0,0,0,0,"Work, school, or college",0,Northern Ireland,Undergraduate or postgraduate degree,Working part-time,1,4,1.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0
691,24,Female,Atheist or agnostic,"£65,000 to £99,999",No,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,Yorkshire and The Humber,2+ A levels or equivalents,Student,0,1,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,1
692,38,Male,Atheist or agnostic,"£65,000 to £99,999",No,National television,0,Radio,0,"Social media (Facebook, Twitter, etc)",National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,0,Family and friends,0,0,Wales,Undergraduate or postgraduate degree,Working full-time,1,1,4.0,4.0,4.0,4.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,1
696,59,Male,Christian,"£65,000 to £99,999",Yes,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),0,0,0,0,0,Scotland,Undergraduate or postgraduate degree,Working full-time,1,1,4.0,3.0,4.0,4.0,4.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,1
