,COV_DOSE,COV_DOSE_2,COV_KNOWL_1,COV_KNOWL_2,COV_KNOWL_3,COV_KNOWL_4,COV_KNOWL_5,COV_KNOWL_6,COV_KNOWL_7,VAC_PASS_INT,ANX_1,ANX_2,ANX_3,ANX_4,ANX_5,ANX_6,DEMAGE,DREAD,DEMREG,DEMSEX,DEMEDU,DEMWRK,DEMREL,DEMINC,COV_INV,DEMNHS,COV_SHIELD,VAC_DEC,Q71,MIST_1,MIST_2,MIST_3,MIST_4,MIST_5,MIST_6,MIST_7,MIST_8,MIST_9,MIST_10,MIST_11,MIST_12,MIST_13,MIST_14,MIST_15,MIST_16,MIST_17,MIST_18,MIST_19,MIST_20,COV_TRUST_1,COV_TRUST_2,COV_TRUST_3,COV_TRUST_4,COV_TRUST_5,COV_TRUST_6,COV_TRUST_7,COV_TRUST_8,COV_TRUST_9,COV_TRUST_10,COV_TRUST_11,COV_TRUST_12,COV_TRUST_13,intention,VAC_PASS_1,VAC_PASS_2,VAC_PASS_3,VAC_PASS_4,VAC_PASS_5,VAC_PASS_6,VAC_PASS_7,VAC_PASS_UK,intenttarget_1,intenttarget_2,uptaketarget
3559,2,,4,3,3,4,3,4,1,4.0,2,2,2,2,2,2,37,2,East of England,Male,"5+ GCSE, O-levels, 1 A level, or equivalents",Working full-time,Christian,"£55,000 to £64,999",Yes,Yes,No,0,Labour,Fake,Fake,Fake,Real,Real,Fake,Fake,Fake,Fake,Fake,Real,Real,Fake,Real,Real,Real,Fake,Fake,Fake,Fake,National television,Satellite / international television channels,Radio,Newspapers,"Social media (Facebook, Twitter, etc)",National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,The internet or search engines,Family and friends,"Work, school, or college",0,,3,3,3,3,3,3,3,3,,,1.0
3563,1,1,4,4,4,4,3,1,1,5.0,3,1,1,2,2,1,54,2,North East,Male,Other,Retired,Atheist or agnostic,"£25,000 to £34,999",Yes,No,No,0,Conservative,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Real,Fake,Real,Real,Real,Real,Real,National television,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,5,1,3,5,5,5,,,1.0
3564,,,4,4,4,4,4,3,1,3.0,3,2,2,2,2,2,32,2,North East,Female,2+ A levels or equivalents,Working full-time,Atheist or agnostic,"£15,000 to £24,999",No,No,No,0,Labour,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Fake,Real,Fake,Real,Real,Real,Real,Real,National television,0,0,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,1.0,2,2,4,4,4,3,4,3,1.0,1.0,
3565,1,1,3,4,4,4,4,2,1,3.0,2,2,2,2,2,2,56,3,South East,Male,"0-4 GCSE, O-levels, or equivalents",Working full-time,Atheist or agnostic,"£65,000 to £99,999",Yes,No,No,0,Labour,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,National television,0,0,0,0,0,0,0,0,0,0,0,0,,2,4,3,3,1,2,4,3,,,1.0
3566,,,4,4,4,4,4,1,1,3.0,2,2,1,2,2,2,47,2,North West,Male,Undergraduate or postgraduate degree,Working full-time,Atheist or agnostic,"£65,000 to £99,999",No,No,No,0,Conservative,Fake,Fake,Real,Fake,Real,Fake,Fake,Fake,Fake,Fake,Real,Real,Fake,Real,Real,Real,Real,Real,Real,Real,0,0,0,0,0,0,0,0,Government websites,0,0,0,0,1.0,2,2,4,3,3,4,4,3,1.0,1.0,
3567,1,1,4,4,4,4,4,1,1,4.0,2,2,2,2,1,2,68,2,South East,Female,"0-4 GCSE, O-levels, or equivalents",Retired,Christian,"£25,000 to £34,999",Yes,No,No,0,Conservative,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,National television,0,0,0,0,0,0,0,Government websites,The internet or search engines,0,0,0,,2,1,4,4,4,4,3,3,,,1.0
3570,1,1,4,4,4,4,4,1,1,3.0,2,2,1,2,2,2,58,2,North West,Female,"5+ GCSE, O-levels, 1 A level, or equivalents",Looking after the home,Atheist or agnostic,"£15,000 to £24,999",Yes,No,No,0,Conservative,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Fake,Real,Fake,Real,Real,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,,1,1,5,5,5,5,5,3,,,1.0
3572,1,1,4,4,4,4,4,3,1,3.0,2,2,2,1,1,2,67,2,South East,Female,"5+ GCSE, O-levels, 1 A level, or equivalents",Retired,Christian,"£15,000 to £24,999",Yes,No,No,0,Conservative,Fake,Fake,Real,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Real,Fake,Real,Real,National television,0,0,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,The internet or search engines,0,0,0,,2,2,4,4,4,3,5,3,,,1.0
3573,1,1,4,4,4,4,4,2,1,3.0,2,2,1,2,1,3,63,3,North East,Male,"5+ GCSE, O-levels, 1 A level, or equivalents",Working full-time,Christian,"£25,000 to £34,999",Yes,No,No,0,Labour,Real,Real,Fake,Fake,Real,Fake,Fake,Real,Fake,Fake,Real,Real,Real,Real,Fake,Fake,Real,Real,Real,Real,National television,0,0,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,Family and friends,0,0,,3,2,4,4,3,4,4,3,,,1.0
3574,,,4,4,3,2,3,2,1,5.0,2,3,2,2,2,3,21,2,South East,Male,Undergraduate or postgraduate degree,Working part-time,Atheist or agnostic,"£65,000 to £99,999",No,No,No,0,Conservative,Fake,Fake,Real,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Real,Real,Real,Real,Real,Real,Real,National television,0,0,0,"Social media (Facebook, Twitter, etc)",National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,The internet or search engines,Family and friends,0,0,2.0,5,5,1,1,1,1,5,4,,1.0,
3578,,,4,3,4,4,3,3,2,3.0,2,2,1,2,2,2,57,2,Northern Ireland,Female,"0-4 GCSE, O-levels, or equivalents",Working part-time,Christian,"£35,000 to £44,999",No,No,No,0,Other/Not eligible,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Real,Real,Real,Fake,Real,Fake,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,The internet or search engines,0,0,0,2.0,3,4,3,3,3,3,4,3,,1.0,
3579,1,1,4,4,4,4,3,4,1,3.0,3,1,1,3,3,1,49,1,South East,Male,Undergraduate or postgraduate degree,Working full-time,Atheist or agnostic,"£65,000 to £99,999",Yes,No,Yes,0,Conservative,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Real,Fake,Real,Real,Real,Fake,Real,Real,Real,Real,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,,2,3,3,3,3,5,4,3,,,1.0
3580,1,1,4,4,4,4,4,4,1,5.0,3,1,1,3,3,2,75,2,Scotland,Male,Undergraduate or postgraduate degree,Retired,Christian,"£15,000 to £24,999",Yes,No,No,0,SNP,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Fake,Fake,Real,Real,Real,Real,National television,Satellite / international television channels,0,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,,2,1,5,5,5,4,5,5,,,1.0
3581,1,1,3,3,4,4,2,4,4,5.0,3,2,3,3,3,3,25,4,South East,Female,Undergraduate or postgraduate degree,Working full-time,Christian,"£25,000 to £34,999",Yes,Yes,No,0,Labour,Fake,Fake,Real,Real,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,0,0,0,0,,5,5,5,4,5,4,5,5,,,1.0
3582,1,1,3,4,4,3,3,2,1,4.0,2,1,1,2,2,1,63,2,South East,Male,"0-4 GCSE, O-levels, or equivalents",Retired,Christian,"£35,000 to £44,999",Yes,No,No,0,Labour,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Fake,Real,Real,Real,Real,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,0,0,0,0,0,0,,2,3,4,4,3,4,4,4,,,1.0
3584,1,1,4,4,3,4,3,3,1,3.0,2,2,1,2,2,2,77,2,South East,Male,Undergraduate or postgraduate degree,Retired,Atheist or agnostic,"£45,000 to £54,999",Yes,No,Yes,0,Conservative,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Real,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,,1,1,5,4,4,5,4,3,,,1.0
3585,,,4,3,4,2,2,3,1,3.0,3,1,1,2,3,2,43,2,West Midlands,Male,2+ A levels or equivalents,Working full-time,Atheist or agnostic,"£15,000 to £24,999",No,No,No,1,Other/Not eligible,Real,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Real,Real,Fake,Real,Real,Real,Real,Real,Fake,Fake,0,Satellite / international television channels,0,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,1.0,5,5,2,3,2,2,2,3,1.0,1.0,
3586,1,1,4,4,3,4,4,4,3,3.0,3,1,1,3,3,1,59,3,West Midlands,Male,"0-4 GCSE, O-levels, or equivalents",Working full-time,Christian,"£45,000 to £54,999",Yes,No,Yes,0,Conservative,Fake,Fake,Fake,Fake,Real,Real,Fake,Fake,Real,Real,Fake,Fake,Real,Fake,Fake,Real,Real,Real,Fake,Real,National television,0,0,0,0,0,0,0,0,0,0,0,0,,3,4,2,3,3,2,3,3,,,1.0
3587,1,1,4,4,4,4,3,3,1,5.0,3,2,1,3,3,2,40,3,South East,Female,2+ A levels or equivalents,Working full-time,Muslim,"£55,000 to £64,999",Yes,No,No,0,Labour,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,National television,0,0,0,0,0,0,0,Government websites,The internet or search engines,Family and friends,0,0,,5,3,3,5,4,5,5,5,,,1.0
3590,1,1,4,4,4,4,4,4,1,5.0,3,1,1,3,3,1,63,1,North West,Male,Undergraduate or postgraduate degree,Retired,Christian,"£55,000 to £64,999",Yes,No,No,0,Conservative,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Fake,Fake,Real,Real,Real,Real,0,0,0,0,0,0,Healthcare workers,International health authorities (such as The World Health Organization),0,0,0,0,Other (please specify),,1,1,5,5,3,5,4,5,,,1.0
3591,1,1,4,4,4,4,4,2,1,5.0,2,3,3,2,1,3,51,2,Yorkshire and The Humber,Female,"0-4 GCSE, O-levels, or equivalents",Looking after the home,Christian,"£25,000 to £34,999",Yes,No,Yes,0,Labour,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Real,Real,Real,Real,Real,Real,National television,0,Radio,0,0,0,0,0,Government websites,0,0,0,0,,1,1,5,5,5,5,5,5,,,1.0
3592,,,4,4,4,4,4,3,1,1.0,2,1,1,3,2,2,38,1,East Midlands,Male,"5+ GCSE, O-levels, 1 A level, or equivalents",Working part-time,Christian,"£25,000 to £34,999",No,No,No,0,Reform Party ,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Real,Fake,Real,Real,National television,0,0,0,"Social media (Facebook, Twitter, etc)",National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,The internet or search engines,0,0,0,3.0,5,5,1,1,1,1,5,1,,0.0,
3596,,,4,3,3,4,4,3,1,3.0,2,2,2,2,1,2,48,2,North West,Female,Undergraduate or postgraduate degree,Working full-time,Christian,"£45,000 to £54,999",No,No,No,1,Labour,Fake,Fake,Fake,Fake,Real,Real,Fake,Fake,Fake,Fake,Real,Fake,Real,Real,Real,Real,Real,Real,Real,Real,National television,0,Radio,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,"Work, school, or college",0,1.0,3,4,2,1,1,3,2,3,1.0,1.0,
3597,,,4,4,4,4,3,3,1,3.0,3,2,2,3,2,2,30,2,East Midlands,Female,Undergraduate or postgraduate degree,Working part-time,Atheist or agnostic,"£65,000 to £99,999",No,No,No,0,Labour,Real,Real,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,National television,0,0,0,"Social media (Facebook, Twitter, etc)",National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,The internet or search engines,0,0,0,1.0,1,2,5,5,4,4,4,3,1.0,1.0,
3602,,,4,4,4,4,4,1,1,3.0,2,2,2,2,2,2,45,1,Scotland,Female,Undergraduate or postgraduate degree,Working full-time,Atheist or agnostic,"Over £100,000",No,No,No,0,Local independent,Fake,Fake,Real,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Fake,Real,Real,Real,Real,Real,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),0,0,0,0,0,1.0,3,4,4,4,4,4,4,3,1.0,1.0,
3603,3,,4,3,3,4,3,3,1,3.0,3,1,1,3,3,1,28,1,South West,Female,Undergraduate or postgraduate degree,Working full-time,Atheist or agnostic,"£25,000 to £34,999",Yes,Yes,No,1,Labour,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,0,0,0,0,0,0,Healthcare workers,0,0,0,0,"Work, school, or college",0,3.0,5,5,1,1,2,1,2,3,,0.0,0.0
3605,2,,4,4,4,4,3,2,1,3.0,2,2,2,2,2,2,70,2,South West,Male,2+ A levels or equivalents,Retired,Other,"£25,000 to £34,999",Yes,No,Yes,0,Conservative,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,National television,0,0,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,,1,3,2,3,4,5,2,3,,,1.0
3607,1,1,4,4,4,4,4,2,1,3.0,3,1,1,3,2,1,73,2,East of England,Female,Undergraduate or postgraduate degree,Retired,Christian,"£25,000 to £34,999",Yes,No,No,0,Labour,Fake,Real,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Real,Real,Fake,Real,Real,Real,Real,Real,Real,Real,National television,0,Radio,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,,1,1,5,5,5,5,1,3,,,1.0
3608,1,1,4,4,4,4,1,1,1,4.0,3,1,1,3,3,1,76,1,North East,Male,Undergraduate or postgraduate degree,Retired,Atheist or agnostic,"£25,000 to £34,999",Yes,No,No,0,Labour,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,National television,Satellite / international television channels,0,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,The internet or search engines,0,0,0,,2,1,3,5,1,5,5,4,,,1.0
3610,1,1,4,4,4,4,2,3,1,5.0,3,2,1,2,1,2,51,1,Greater London,Male,Undergraduate or postgraduate degree,Working full-time,Atheist or agnostic,"Over £100,000",Yes,No,No,0,Liberal Democrat,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,National television,Satellite / international television channels,0,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,The internet or search engines,0,"Work, school, or college",0,,2,3,2,2,1,2,3,4,,,1.0
3612,2,,4,4,4,4,3,1,1,5.0,3,2,1,2,2,2,64,2,North East,Female,2+ A levels or equivalents,Working full-time,Christian,"£15,000 to £24,999",Yes,No,No,0,Conservative,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Real,Fake,Fake,Real,National television,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,3,5,5,5,1,5,,,1.0
3613,1,1,4,4,4,4,4,3,1,5.0,2,1,1,2,2,2,68,2,South West,Female,Other,Retired,Christian,"£15,000 to £24,999",Yes,No,No,0,Conservative,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,National television,0,0,0,0,0,0,0,0,The internet or search engines,0,0,0,,3,2,3,5,5,5,4,5,,,1.0
3617,,,4,4,4,4,4,1,1,3.0,2,3,3,2,2,3,23,3,Yorkshire and The Humber,Female,Undergraduate or postgraduate degree,Working full-time,Atheist or agnostic,"Under £15,000",No,No,No,0,Labour,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Fake,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,The internet or search engines,Family and friends,"Work, school, or college",0,1.0,1,1,5,5,5,5,2,4,1.0,1.0,
3618,,,4,4,4,4,4,4,2,5.0,1,3,3,2,2,3,45,4,East of England,Male,Undergraduate or postgraduate degree,Working full-time,Christian,"£35,000 to £44,999",No,No,No,1,Labour,Real,Fake,Real,Real,Fake,Fake,Real,Real,Real,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,The internet or search engines,Family and friends,0,0,2.0,3,2,4,2,4,3,3,5,,1.0,
3621,,,4,4,4,3,3,4,1,3.0,2,2,1,2,3,3,20,2,East of England,Female,"5+ GCSE, O-levels, 1 A level, or equivalents",Working full-time,Muslim,"£25,000 to £34,999",No,No,Yes,1,Labour,Real,Fake,Fake,Real,Fake,Real,Fake,Fake,Fake,Real,Real,Fake,Fake,Real,Fake,Fake,Fake,Real,Fake,Fake,0,0,0,0,0,0,0,0,0,0,Family and friends,0,0,1.0,4,4,4,4,5,4,4,3,1.0,1.0,
3622,1,1,4,4,4,4,3,3,1,5.0,3,1,1,3,3,1,62,1,Scotland,Male,Undergraduate or postgraduate degree,Working full-time,Christian,"£35,000 to £44,999",Yes,No,No,0,Conservative,Fake,Fake,Real,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Fake,Fake,0,0,Radio,Newspapers,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,,1,1,5,5,5,5,5,5,,,1.0
3625,1,1,4,4,4,4,4,3,1,3.0,2,1,1,2,2,1,56,2,South East,Female,Undergraduate or postgraduate degree,Working full-time,Atheist or agnostic,"£65,000 to £99,999",Yes,No,No,0,Conservative,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,,4,4,4,4,4,4,4,3,,,1.0
3627,2,,4,3,4,4,4,1,1,1.0,1,3,3,1,1,3,52,4,Yorkshire and The Humber,Female,"0-4 GCSE, O-levels, or equivalents",Working full-time,Atheist or agnostic,"£35,000 to £44,999",Yes,Yes,No,0,Local independent,Real,Fake,Real,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Real,Fake,Fake,Real,Real,Fake,National television,0,Radio,0,"Social media (Facebook, Twitter, etc)",0,0,International health authorities (such as The World Health Organization),Government websites,The internet or search engines,Family and friends,0,0,,5,5,1,1,1,1,5,1,,,1.0
3628,1,1,4,4,4,3,4,3,1,5.0,3,1,1,3,3,1,51,2,East Midlands,Male,Other,Working part-time,Christian,"Under £15,000",Yes,No,Yes,0,Conservative,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Real,Fake,Fake,Fake,National television,0,0,0,0,0,0,0,0,0,0,0,0,,4,3,5,5,4,5,3,5,,,1.0
3629,2,,4,4,4,4,4,2,1,5.0,2,2,1,2,2,2,33,3,Wales,Female,"5+ GCSE, O-levels, 1 A level, or equivalents",Working part-time,Atheist or agnostic,"£15,000 to £24,999",Yes,Yes,No,0,Conservative,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,0,0,0,0,0,0,Healthcare workers,0,Government websites,0,Family and friends,"Work, school, or college",0,,3,3,3,3,3,4,4,5,,,1.0
3630,1,1,4,4,4,3,3,4,1,4.0,2,2,2,2,1,2,68,3,South East,Female,Undergraduate or postgraduate degree,Retired,Christian,"£55,000 to £64,999",Yes,No,No,0,Liberal Democrat,Fake,Fake,Real,Real,Fake,Fake,Real,Real,Fake,Real,Real,Fake,Real,Real,Real,Fake,Real,Real,Real,Real,National television,0,Radio,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,Government websites,0,0,0,0,,3,3,4,3,4,4,4,4,,,1.0
3633,1,1,4,4,4,4,4,4,4,5.0,2,2,2,1,2,2,66,3,East Midlands,Female,"5+ GCSE, O-levels, 1 A level, or equivalents",Retired,Christian,"£35,000 to £44,999",Yes,No,No,0,Conservative,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),Healthcare workers,International health authorities (such as The World Health Organization),Government websites,0,0,0,0,,1,1,5,5,5,5,5,5,,,1.0
3634,1,1,4,4,4,4,4,2,1,3.0,1,3,2,1,1,3,67,3,South East,Female,"5+ GCSE, O-levels, 1 A level, or equivalents",Retired,Christian,"Under £15,000",Yes,No,No,0,Conservative,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Real,Real,Fake,Real,Real,Fake,Fake,National television,0,0,0,0,0,0,0,Government websites,0,0,0,0,,1,1,5,1,1,4,3,3,,,1.0
3636,,,4,4,4,4,4,4,1,5.0,3,1,1,3,3,1,19,2,Wales,Female,2+ A levels or equivalents,Working part-time,Atheist or agnostic,"£25,000 to £34,999",No,No,No,0,Labour,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Real,Fake,Real,Real,Real,Real,Real,National television,Satellite / international television channels,0,0,"Social media (Facebook, Twitter, etc)",National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,The internet or search engines,Family and friends,"Work, school, or college",0,1.0,3,3,5,5,4,5,3,5,1.0,1.0,
3640,,,4,4,4,4,4,1,1,3.0,1,3,2,1,1,3,41,3,North West,Female,Undergraduate or postgraduate degree,Working part-time,Atheist or agnostic,"£15,000 to £24,999",No,No,No,0,Labour,Real,Real,Fake,Real,Fake,Fake,Real,Fake,Fake,Fake,Real,Real,Fake,Real,Real,Real,Real,Real,Real,Real,0,Satellite / international television channels,0,0,0,0,0,0,0,0,0,0,0,1.0,4,3,3,3,3,3,4,3,1.0,1.0,
3641,1,1,4,4,4,4,4,1,1,5.0,3,1,1,3,3,1,63,2,East of England,Male,"5+ GCSE, O-levels, 1 A level, or equivalents",Working full-time,Atheist or agnostic,"£25,000 to £34,999",Yes,No,No,0,Conservative,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Fake,Real,Fake,Fake,Fake,National television,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,5,5,5,5,5,5,,,1.0
3642,2,,4,4,4,3,3,2,1,5.0,2,2,1,3,3,2,73,3,Yorkshire and The Humber,Male,2+ A levels or equivalents,Retired,Christian,"£35,000 to £44,999",Yes,No,Yes,0,Conservative,Fake,Fake,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,National television,0,0,Newspapers,0,0,0,0,Government websites,0,0,0,0,,2,2,4,4,4,5,4,4,,,1.0
3643,,,4,4,4,4,4,4,1,5.0,3,1,1,3,2,1,47,1,South East,Male,Undergraduate or postgraduate degree,Working full-time,Atheist or agnostic,"£55,000 to £64,999",No,No,No,0,Labour,Fake,Fake,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,0,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,International health authorities (such as The World Health Organization),Government websites,The internet or search engines,0,0,0,1.0,5,1,5,5,5,5,1,5,1.0,1.0,
3644,3,,4,4,3,2,3,4,2,4.0,2,3,2,3,3,2,42,4,Yorkshire and The Humber,Male,2+ A levels or equivalents,Working full-time,Christian,"£15,000 to £24,999",Yes,No,No,1,Conservative,Fake,Real,Fake,Fake,Fake,Fake,Real,Real,Fake,Fake,Fake,Real,Real,Fake,Real,Fake,Fake,Fake,Real,Fake,National television,Satellite / international television channels,0,0,"Social media (Facebook, Twitter, etc)",0,Healthcare workers,0,0,The internet or search engines,Family and friends,"Work, school, or college",0,2.0,3,5,5,3,4,4,4,2,,1.0,0.0
3647,1,1,4,4,4,4,3,3,2,4.0,1,2,2,1,1,2,43,4,Yorkshire and The Humber,Male,2+ A levels or equivalents,Working full-time,Christian,"£15,000 to £24,999",Yes,No,No,0,Labour,Real,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Real,Real,Real,Real,Real,Real,Real,Real,Real,Real,National television,0,0,0,0,National public health authorities (such as the NHS or Public Health England / Wales),0,0,0,0,0,0,0,,3,3,5,5,4,5,3,4,,,1.0
3648,,,3,3,3,3,3,3,1,3.0,2,2,3,2,1,2,22,2,South East,Female,"0-4 GCSE, O-levels, or equivalents",Working part-time,Atheist or agnostic,"Under £15,000",No,No,No,0,Labour,Real,Fake,Real,Fake,Real,Real,Real,Real,Real,Real,Real,Fake,Fake,Fake,Fake,Real,Fake,Real,Fake,Real,National television,0,0,0,"Social media (Facebook, Twitter, etc)",0,0,0,0,0,0,0,0,1.0,4,3,3,4,5,3,2,3,1.0,1.0,
